,LanguageCode,SKU,Text,Title
167628,en,AD122G00U-801,it looked very cheap and too thin for a summer jacket.. unhappy with purchase,Not great quality
167805,en,EN011M005-Q11,Brilliant boots look good with jeans and dresses perfect winter accessory ,I goes with everything 
167852,en,PW222I001-909,"Received the goods on time. Sizing was too small and material much thinner than expected. Returned it to Zalando via a drop off point.
Excellent service from Zalando and money already credited back to my card within 2 days. I would feel comfortable ordering from them again.",Jumper Order
168237,en,VA211A04J-407,Excellent service will use again.,Vans Trainers
168270,en,P7253A001-502,"Dieser Rucksack ist genau das, was ich lange gesucht habe! Wunderschoen. Super verarbeitet, genau die richtige groesse fuer meinen drei jahre alten sohn und wiklich gut durchdacht.",Den haette ich auch gerne-in groesser!
168664,en,GA321E01S-205,colour is much darker than on website leading to a return,shirt colour problem
169400,en,ES111C03L-102,Very comfy shoes and lovely on.,Comfy & look great
169791,en,DI111C01E-702,Perfect boot - perfect price - perfect shopping experience from ordering to delivery. Thank you.,Perfection.
169977,en,ME421C01U-802,"This is a beautiful dress. Very  simple but classy. I think it is small made as usually I am size 12/14 this is like size 12. Very pleased with this purchase, great value for money.",Love it!
170725,en,A1722J00P-113,excellent,JUMPER SWEAT
170889,en,C1181A017-A11,"Brought this for my girlfriend she looks just like the model in the picture great comfy feel very nice to look at, she says its like not wearing any underwear at all! 

Very good price been looking a lot before I per chested local shops was over £17 each",Comfy sexy and competitive 
171532,en,JA222I025-304,"Service and product so good, have ordered another in different colour.",Jack & Jones Maximus knit jumper
173506,en,S1921L02D-305,"THE PRODUCT WAS NICE QUALITY AND COLOUR, BUT UNFORTUNATELY
THE FIT WAS NOT VERY GOOD",ITS A SHAME
173610,en,VE121I08A-111,Beautiful cardigan has feather trim on the bottom of the sleeve that really makes a nice touch happy with purchase,vero moda cardigan
173759,en,UN241B06S-202,Arrived quickly. Much better quality than I thought it would be. 10/10,Under Armour CLERMONT AUVERGNE RUGBY REPLICA JERSEY
174027,en,ER151H02G-916,"I love the insect print on this scarf. In gentle shades of beige and grey, it will compliment so many outfits. Generously sized, so it looks and feels luxurious. Lovely.","Stylish, soft ample scarf"
174070,en,GA321D013-602,again the colours on the website are not accurate,colour problem
174208,en,JA442B03J-503,Very pleased woith the product and service,Nahanni Smock
174526,en,L3511L002-D11,"These sandals are absolutely beautiful. Shades of light blue and silver and sparkling straps. Lovely comfortable leather soles and beautifully made. I usually take a size 4 but had to return those to get a 3 and a half which fit perfectly, so generous sizing. These sandals can be worn in evening as dressy, or during the day for an expensive look to your outfit.",Lynda o. An honest opinion
174778,en,N1243B0R6-802,The items ordered came on time with free delivery as stated & were to nike standard . Size was correct . Thanks for your service,Nike Graphic Top
174894,en,GA111A0DX-502,I ordered these shoes online as they were a bit cheaper than in the shops. I have worn Gabour shoes for many years and they are very comfortable and long-lasting however I was disappointed to see that these are very dark navy and not black. Zalando offer free returns so it's easy to do but annoying to have to return them.,"Don't be fooled, it's not black!"
175696,en,IN321H008-802,They sent me wrong sized items twice! and their attitude looked insincere so I gave up my purchase. It's really a shame.,nice classic coat but...
175971,en,OK024B00D-K11,The dungarees are lovely - I bought them for my 7 month old grand-daughter and the 9M size fits her perfectly - I remember this make of childrens'  clothing from when my son and daughter were little - I couldn't afford to buy 'OshKosh' for them but often envied friends who could or whose family bought items as gifts - I will  definitely be buying more from you in the future - also have to say a big thank you for the really speedy delivery - ordered on Friday received Monday - excellent service!,Beautiful quality clothing!
176005,en,LE122A00C-101,A bit too baggy make this a rather unflattering cut for the larger man!,Prisoner chic
176469,en,ND621L007-502,"nice lenght and fabric not too thick.....but sleeves could be less voluminous... that said, the pattern makes up for everything... really beautiful... like a ming vase!",lovely  kaftan in a super summery material
176784,en,SI722F00Z-502,"Never heard of Signum previously but having bought a couple of short sleeve shirts I would certainly buy more... assuming there are some slightly more subdued patterns available! The shirts are nicely tailored and fit well, although I would say you probably need a size down on what you normally wear.",Nice shirts
176792,en,B3721D00E-104,"This top is lovely, but very loose. I should have changed it for a smaller size, especially as the neckline is wide. Definitely worth buying, but consider downsizing.","Gorgeous T, but baggy!"
177329,en,V1821C002-655,"Great colour (which was why I ordered the dress in green) but it does look more shapeless once on than in the pictures - it's not fitted. But the main problem is the hem! It is scooped quite a bit longer at the back than at the front (like a nightshirt). I had bought this dress to wear for work but the weird hemline makes this entirely inappropriate. I am 5'6"" and if I were to turn it up so it was the same length all round it would be too short. I have no idea, therefore, what occasion this dress would be suitable for so I'm returning it. The garment is finished well, however, for the price, the fabric is rough on the inside, hence the 3 stars for quality.",Nice colour but strange!
177588,en,SU222A001-502,"Bought these for my son - he has the same in green - great fit, stylish and reasonably priced",smart shorts
177654,en,WL252J00W-302,"my wolsey red socks is very confortable bit of thing any guy need to blend color, although depand by the outfit,but if red is needed this one will do the job.
Thanks",Aime Thanda
178006,en,RE542B09V-802,"Very nice pair of minimalist track suit trousers by Reebok. I always like their stuff, which is perfect for the gym and casualwear, is usually very high quality, and is not overtly branded such that you end up looking like an unpaid advertising hoarding (are you listening Adidas?!). I particularly like how light these trousers are as they don't have an inner lining. I also like their cut which is neither too baggy or too tight. My only criticism is that there are no sealable pockets, although the main pockets are very deep and one of them also has a small coin pocket. One important point of advice is that I'm 6 feet tall and around 83 kgs and found that M size fitted me perfectly. Thus I reckon L would be suitable for a strapping heavyweight boxer, and XL would have (had) Pavarotti's name sewn into it. No problems with ordering from Zalando which has an excellent Reebok range - in my opinion better than Reebok's website itself -  and the price was fair, and delivery was without any criticism. Recommended all round.",Mr Contented
178050,en,JL122A00B-704,"Excellent quality trousers, but be aware the legs are skinny and there's not too much room in the upper part of the trousers either, so don't eat too much.  Good if you like the slim look.",Don't eat too much
178136,en,1ZO22D01E-802,"Not a bad product, but not as it looked on screen. It is a washed black - more of a dark grey really.  This makes it veer towards the relaxed, casual look.","A washed black, not a deep black"
178266,en,M7871B01L-550,My 6 year old son loves wearing it and he looks like he's wearing a really good garment.  The quality is obviously first class.  What a breathe of fresh air after trawling through all the ghastly polyester that's on sale.,|Delightful
178439,en,PA211A025-505,"These are really comfortable shoes but the heels act like suction cups on hard flooring surfaces - laminate, hardwood, linoleum, some concrete is enough for the heel to adhere and literally pull the shoe off your foot. I like to wear ballet flats for traveling, but I've found most airports have exactly the type of floor these stick to, so I'm wondering if a cobbler could put something on the heel to make them less adhesive to everything.",heels like little suction cups
178922,en,DU511C00N-802,"These boots were a birthday present from my husband (chosen by me of course). They arrived promptly and I was delighted that the sizing was accurate as I have had problems in the past with shoes and boots not being the size they claimed to be. The quality is excellent and the heel size is perfect as I didn't want completely flat boots, just enough to add a little height.  They are very comfortable and I was able to do a day's shopping in town without the usual aching feet.  They are on the pricey side but I was happy to pay for a product which was exactly what I wanted.",Delighted
179095,en,ME211B005-606,"I would have loved to buy these too, but bought another pair I ordered to compare the two. Wish I could afford both. They were very comfortable, looked great, lovely neutral colour would go with everything",comfortable
